findingId,severity,rule,seed,company,quarter,classification,confidence,observation
A07:sai-train-standard-008:MASS:T27,P1,A07_SALES_WITHOUT_DELIVERY_CAPABILITY,sai-train-standard-008,MASS,27,STANDARD_AI_DESIGN_WEAKNESS,0.75,"当期成約 6383t に対し、生産 0t ＋ 期末在庫 0t しかない。延滞 120906t が発生。"
A07:sai-train-standard-008:MASS:T28,P1,A07_SALES_WITHOUT_DELIVERY_CAPABILITY,sai-train-standard-008,MASS,28,STANDARD_AI_DESIGN_WEAKNESS,0.75,"当期成約 6376t に対し、生産 0t ＋ 期末在庫 0t しかない。延滞 127289t が発生。"
A07:sai-train-standard-008:MASS:T29,P1,A07_SALES_WITHOUT_DELIVERY_CAPABILITY,sai-train-standard-008,MASS,29,STANDARD_AI_DESIGN_WEAKNESS,0.75,"当期成約 6331t に対し、生産 0t ＋ 期末在庫 0t しかない。延滞 133665t が発生。"
A07:sai-train-standard-008:MASS:T30,P1,A07_SALES_WITHOUT_DELIVERY_CAPABILITY,sai-train-standard-008,MASS,30,STANDARD_AI_DESIGN_WEAKNESS,0.75,"当期成約 6306t に対し、生産 0t ＋ 期末在庫 0t しかない。延滞 139996t が発生。"
A07:sai-train-standard-008:MASS:T31,P1,A07_SALES_WITHOUT_DELIVERY_CAPABILITY,sai-train-standard-008,MASS,31,STANDARD_AI_DESIGN_WEAKNESS,0.75,"当期成約 6211t に対し、生産 0t ＋ 期末在庫 0t しかない。延滞 146302t が発生。"
A07:sai-train-standard-008:MASS:T32,P1,A07_SALES_WITHOUT_DELIVERY_CAPABILITY,sai-train-standard-008,MASS,32,STANDARD_AI_DESIGN_WEAKNESS,0.75,"当期成約 6197t に対し、生産 0t ＋ 期末在庫 0t しかない。延滞 152512t が発生。"
A07:sai-train-standard-008:MASS:T8,P1,A07_SALES_WITHOUT_DELIVERY_CAPABILITY,sai-train-standard-008,MASS,8,STANDARD_AI_DESIGN_WEAKNESS,0.75,"当期成約 6952t に対し、生産 2669t ＋ 期末在庫 0t しかない。延滞 971t が発生。"
A07:sai-train-standard-008:MASS:T9,P1,A07_SALES_WITHOUT_DELIVERY_CAPABILITY,sai-train-standard-008,MASS,9,STANDARD_AI_DESIGN_WEAKNESS,0.75,"当期成約 6951t に対し、生産 2906t ＋ 期末在庫 0t しかない。延滞 5018t が発生。"
A07:sai-train-standard-009:MASS:T10,P1,A07_SALES_WITHOUT_DELIVERY_CAPABILITY,sai-train-standard-009,MASS,10,STANDARD_AI_DESIGN_WEAKNESS,0.75,"当期成約 6906t に対し、生産 1277t ＋ 期末在庫 0t しかない。延滞 11176t が発生。"
A07:sai-train-standard-009:MASS:T11,P1,A07_SALES_WITHOUT_DELIVERY_CAPABILITY,sai-train-standard-009,MASS,11,STANDARD_AI_DESIGN_WEAKNESS,0.75,"当期成約 6880t に対し、生産 763t ＋ 期末在庫 0t しかない。延滞 17319t が発生。"
A07:sai-train-standard-009:MASS:T12,P1,A07_SALES_WITHOUT_DELIVERY_CAPABILITY,sai-train-standard-009,MASS,12,STANDARD_AI_DESIGN_WEAKNESS,0.75,"当期成約 6836t に対し、生産 846t ＋ 期末在庫 0t しかない。延滞 23353t が発生。"
A07:sai-train-standard-009:MASS:T13,P1,A07_SALES_WITHOUT_DELIVERY_CAPABILITY,sai-train-standard-009,MASS,13,STANDARD_AI_DESIGN_WEAKNESS,0.75,"当期成約 6771t に対し、生産 280t ＋ 期末在庫 0t しかない。延滞 29908t が発生。"
A07:sai-train-standard-009:MASS:T14,P1,A07_SALES_WITHOUT_DELIVERY_CAPABILITY,sai-train-standard-009,MASS,14,STANDARD_AI_DESIGN_WEAKNESS,0.75,"当期成約 6770t に対し、生産 234t ＋ 期末在庫 0t しかない。延滞 36446t が発生。"
A07:sai-train-standard-009:MASS:T15,P1,A07_SALES_WITHOUT_DELIVERY_CAPABILITY,sai-train-standard-009,MASS,15,STANDARD_AI_DESIGN_WEAKNESS,0.75,"当期成約 6657t に対し、生産 0t ＋ 期末在庫 0t しかない。延滞 43216t が発生。"
A07:sai-train-standard-009:MASS:T16,P1,A07_SALES_WITHOUT_DELIVERY_CAPABILITY,sai-train-standard-009,MASS,16,STANDARD_AI_DESIGN_WEAKNESS,0.75,"当期成約 6656t に対し、生産 0t ＋ 期末在庫 0t しかない。延滞 49873t が発生。"
A07:sai-train-standard-009:MASS:T17,P1,A07_SALES_WITHOUT_DELIVERY_CAPABILITY,sai-train-standard-009,MASS,17,STANDARD_AI_DESIGN_WEAKNESS,0.75,"当期成約 6695t に対し、生産 0t ＋ 期末在庫 0t しかない。延滞 56529t が発生。"
A07:sai-train-standard-009:MASS:T18,P1,A07_SALES_WITHOUT_DELIVERY_CAPABILITY,sai-train-standard-009,MASS,18,STANDARD_AI_DESIGN_WEAKNESS,0.75,"当期成約 6695t に対し、生産 0t ＋ 期末在庫 0t しかない。延滞 63224t が発生。"
A07:sai-train-standard-009:MASS:T19,P1,A07_SALES_WITHOUT_DELIVERY_CAPABILITY,sai-train-standard-009,MASS,19,STANDARD_AI_DESIGN_WEAKNESS,0.75,"当期成約 6566t に対し、生産 0t ＋ 期末在庫 0t しかない。延滞 69919t が発生。"
A07:sai-train-standard-009:MASS:T20,P1,A07_SALES_WITHOUT_DELIVERY_CAPABILITY,sai-train-standard-009,MASS,20,STANDARD_AI_DESIGN_WEAKNESS,0.75,"当期成約 6551t に対し、生産 0t ＋ 期末在庫 0t しかない。延滞 76486t が発生。"
A07:sai-train-standard-009:MASS:T21,P1,A07_SALES_WITHOUT_DELIVERY_CAPABILITY,sai-train-standard-009,MASS,21,STANDARD_AI_DESIGN_WEAKNESS,0.75,"当期成約 6526t に対し、生産 0t ＋ 期末在庫 0t しかない。延滞 83037t が発生。"
A07:sai-train-standard-009:MASS:T22,P1,A07_SALES_WITHOUT_DELIVERY_CAPABILITY,sai-train-standard-009,MASS,22,STANDARD_AI_DESIGN_WEAKNESS,0.75,"当期成約 6499t に対し、生産 0t ＋ 期末在庫 0t しかない。延滞 89563t が発生。"
A07:sai-train-standard-009:MASS:T23,P1,A07_SALES_WITHOUT_DELIVERY_CAPABILITY,sai-train-standard-009,MASS,23,STANDARD_AI_DESIGN_WEAKNESS,0.75,"当期成約 6420t に対し、生産 0t ＋ 期末在庫 0t しかない。延滞 96061t が発生。"
A07:sai-train-standard-009:MASS:T24,P1,A07_SALES_WITHOUT_DELIVERY_CAPABILITY,sai-train-standard-009,MASS,24,STANDARD_AI_DESIGN_WEAKNESS,0.75,"当期成約 6420t に対し、生産 0t ＋ 期末在庫 0t しかない。延滞 102482t が発生。"
A07:sai-train-standard-009:MASS:T25,P1,A07_SALES_WITHOUT_DELIVERY_CAPABILITY,sai-train-standard-009,MASS,25,STANDARD_AI_DESIGN_WEAKNESS,0.75,"当期成約 6469t に対し、生産 0t ＋ 期末在庫 0t しかない。延滞 108902t が発生。"
A07:sai-train-standard-009:MASS:T26,P1,A07_SALES_WITHOUT_DELIVERY_CAPABILITY,sai-train-standard-009,MASS,26,STANDARD_AI_DESIGN_WEAKNESS,0.75,"当期成約 6448t に対し、生産 0t ＋ 期末在庫 0t しかない。延滞 115371t が発生。"
A07:sai-train-standard-009:MASS:T27,P1,A07_SALES_WITHOUT_DELIVERY_CAPABILITY,sai-train-standard-009,MASS,27,STANDARD_AI_DESIGN_WEAKNESS,0.75,"当期成約 6283t に対し、生産 0t ＋ 期末在庫 0t しかない。延滞 121819t が発生。"
A07:sai-train-standard-009:MASS:T28,P1,A07_SALES_WITHOUT_DELIVERY_CAPABILITY,sai-train-standard-009,MASS,28,STANDARD_AI_DESIGN_WEAKNESS,0.75,"当期成約 6375t に対し、生産 0t ＋ 期末在庫 0t しかない。延滞 128102t が発生。"
A07:sai-train-standard-009:MASS:T29,P1,A07_SALES_WITHOUT_DELIVERY_CAPABILITY,sai-train-standard-009,MASS,29,STANDARD_AI_DESIGN_WEAKNESS,0.75,"当期成約 6369t に対し、生産 0t ＋ 期末在庫 0t しかない。延滞 134477t が発生。"
A07:sai-train-standard-009:MASS:T30,P1,A07_SALES_WITHOUT_DELIVERY_CAPABILITY,sai-train-standard-009,MASS,30,STANDARD_AI_DESIGN_WEAKNESS,0.75,"当期成約 6341t に対し、生産 0t ＋ 期末在庫 0t しかない。延滞 140845t が発生。"
A07:sai-train-standard-009:MASS:T31,P1,A07_SALES_WITHOUT_DELIVERY_CAPABILITY,sai-train-standard-009,MASS,31,STANDARD_AI_DESIGN_WEAKNESS,0.75,"当期成約 6125t に対し、生産 0t ＋ 期末在庫 0t しかない。延滞 147187t が発生。"
A07:sai-train-standard-009:MASS:T32,P1,A07_SALES_WITHOUT_DELIVERY_CAPABILITY,sai-train-standard-009,MASS,32,STANDARD_AI_DESIGN_WEAKNESS,0.75,"当期成約 6187t に対し、生産 0t ＋ 期末在庫 0t しかない。延滞 153311t が発生。"
A07:sai-train-standard-009:MASS:T8,P1,A07_SALES_WITHOUT_DELIVERY_CAPABILITY,sai-train-standard-009,MASS,8,STANDARD_AI_DESIGN_WEAKNESS,0.75,"当期成約 6954t に対し、生産 2583t ＋ 期末在庫 0t しかない。延滞 1206t が発生。"
A07:sai-train-standard-009:MASS:T9,P1,A07_SALES_WITHOUT_DELIVERY_CAPABILITY,sai-train-standard-009,MASS,9,STANDARD_AI_DESIGN_WEAKNESS,0.75,"当期成約 6952t に対し、生産 2659t ＋ 期末在庫 0t しかない。延滞 5501t が発生。"
A07:sai-train-standard-010:MASS:T10,P1,A07_SALES_WITHOUT_DELIVERY_CAPABILITY,sai-train-standard-010,MASS,10,STANDARD_AI_DESIGN_WEAKNESS,0.75,"当期成約 6905t に対し、生産 1277t ＋ 期末在庫 0t しかない。延滞 10401t が発生。"
A07:sai-train-standard-010:MASS:T11,P1,A07_SALES_WITHOUT_DELIVERY_CAPABILITY,sai-train-standard-010,MASS,11,STANDARD_AI_DESIGN_WEAKNESS,0.75,"当期成約 6836t に対し、生産 786t ＋ 期末在庫 0t しかない。延滞 16520t が発生。"
A07:sai-train-standard-010:MASS:T12,P1,A07_SALES_WITHOUT_DELIVERY_CAPABILITY,sai-train-standard-010,MASS,12,STANDARD_AI_DESIGN_WEAKNESS,0.75,"当期成約 6836t に対し、生産 688t ＋ 期末在庫 0t しかない。延滞 22669t が発生。"
A07:sai-train-standard-010:MASS:T13,P1,A07_SALES_WITHOUT_DELIVERY_CAPABILITY,sai-train-standard-010,MASS,13,STANDARD_AI_DESIGN_WEAKNESS,0.75,"当期成約 6836t に対し、生産 303t ＋ 期末在庫 0t しかない。延滞 29202t が発生。"
A07:sai-train-standard-010:MASS:T14,P1,A07_SALES_WITHOUT_DELIVERY_CAPABILITY,sai-train-standard-010,MASS,14,STANDARD_AI_DESIGN_WEAKNESS,0.75,"当期成約 6771t に対し、生産 233t ＋ 期末在庫 0t しかない。延滞 35804t が発生。"
A07:sai-train-standard-010:MASS:T15,P1,A07_SALES_WITHOUT_DELIVERY_CAPABILITY,sai-train-standard-010,MASS,15,STANDARD_AI_DESIGN_WEAKNESS,0.75,"当期成約 6696t に対し、生産 148t ＋ 期末在庫 0t しかない。延滞 42427t が発生。"
A07:sai-train-standard-010:MASS:T16,P1,A07_SALES_WITHOUT_DELIVERY_CAPABILITY,sai-train-standard-010,MASS,16,STANDARD_AI_DESIGN_WEAKNESS,0.75,"当期成約 6696t に対し、生産 0t ＋ 期末在庫 0t しかない。延滞 49124t が発生。"
A07:sai-train-standard-010:MASS:T17,P1,A07_SALES_WITHOUT_DELIVERY_CAPABILITY,sai-train-standard-010,MASS,17,STANDARD_AI_DESIGN_WEAKNESS,0.75,"当期成約 6696t に対し、生産 0t ＋ 期末在庫 0t しかない。延滞 55819t が発生。"
A07:sai-train-standard-010:MASS:T18,P1,A07_SALES_WITHOUT_DELIVERY_CAPABILITY,sai-train-standard-010,MASS,18,STANDARD_AI_DESIGN_WEAKNESS,0.75,"当期成約 6696t に対し、生産 0t ＋ 期末在庫 0t しかない。延滞 62516t が発生。"
A07:sai-train-standard-010:MASS:T19,P1,A07_SALES_WITHOUT_DELIVERY_CAPABILITY,sai-train-standard-010,MASS,19,STANDARD_AI_DESIGN_WEAKNESS,0.75,"当期成約 6655t に対し、生産 0t ＋ 期末在庫 0t しかない。延滞 69212t が発生。"
A07:sai-train-standard-010:MASS:T20,P1,A07_SALES_WITHOUT_DELIVERY_CAPABILITY,sai-train-standard-010,MASS,20,STANDARD_AI_DESIGN_WEAKNESS,0.75,"当期成約 6644t に対し、生産 0t ＋ 期末在庫 0t しかない。延滞 75866t が発生。"
A07:sai-train-standard-010:MASS:T21,P1,A07_SALES_WITHOUT_DELIVERY_CAPABILITY,sai-train-standard-010,MASS,21,STANDARD_AI_DESIGN_WEAKNESS,0.75,"当期成約 6617t に対し、生産 0t ＋ 期末在庫 0t しかない。延滞 82510t が発生。"
A07:sai-train-standard-010:MASS:T22,P1,A07_SALES_WITHOUT_DELIVERY_CAPABILITY,sai-train-standard-010,MASS,22,STANDARD_AI_DESIGN_WEAKNESS,0.75,"当期成約 6503t に対し、生産 0t ＋ 期末在庫 0t しかない。延滞 89127t が発生。"
A07:sai-train-standard-010:MASS:T23,P1,A07_SALES_WITHOUT_DELIVERY_CAPABILITY,sai-train-standard-010,MASS,23,STANDARD_AI_DESIGN_WEAKNESS,0.75,"当期成約 6431t に対し、生産 0t ＋ 期末在庫 0t しかない。延滞 95630t が発生。"
A07:sai-train-standard-010:MASS:T24,P1,A07_SALES_WITHOUT_DELIVERY_CAPABILITY,sai-train-standard-010,MASS,24,STANDARD_AI_DESIGN_WEAKNESS,0.75,"当期成約 6469t に対し、生産 0t ＋ 期末在庫 0t しかない。延滞 102062t が発生。"
A07:sai-train-standard-010:MASS:T25,P1,A07_SALES_WITHOUT_DELIVERY_CAPABILITY,sai-train-standard-010,MASS,25,STANDARD_AI_DESIGN_WEAKNESS,0.75,"当期成約 6463t に対し、生産 0t ＋ 期末在庫 0t しかない。延滞 108531t が発生。"
A07:sai-train-standard-010:MASS:T26,P1,A07_SALES_WITHOUT_DELIVERY_CAPABILITY,sai-train-standard-010,MASS,26,STANDARD_AI_DESIGN_WEAKNESS,0.75,"当期成約 6454t に対し、生産 0t ＋ 期末在庫 0t しかない。延滞 114994t が発生。"
A07:sai-train-standard-010:MASS:T27,P1,A07_SALES_WITHOUT_DELIVERY_CAPABILITY,sai-train-standard-010,MASS,27,STANDARD_AI_DESIGN_WEAKNESS,0.75,"当期成約 6383t に対し、生産 0t ＋ 期末在庫 0t しかない。延滞 121448t が発生。"
A07:sai-train-standard-010:MASS:T28,P1,A07_SALES_WITHOUT_DELIVERY_CAPABILITY,sai-train-standard-010,MASS,28,STANDARD_AI_DESIGN_WEAKNESS,0.75,"当期成約 6376t に対し、生産 0t ＋ 期末在庫 0t しかない。延滞 127831t が発生。"
A07:sai-train-standard-010:MASS:T29,P1,A07_SALES_WITHOUT_DELIVERY_CAPABILITY,sai-train-standard-010,MASS,29,STANDARD_AI_DESIGN_WEAKNESS,0.75,"当期成約 6331t に対し、生産 0t ＋ 期末在庫 0t しかない。延滞 134207t が発生。"
A07:sai-train-standard-010:MASS:T30,P1,A07_SALES_WITHOUT_DELIVERY_CAPABILITY,sai-train-standard-010,MASS,30,STANDARD_AI_DESIGN_WEAKNESS,0.75,"当期成約 6317t に対し、生産 0t ＋ 期末在庫 0t しかない。延滞 140539t が発生。"
A07:sai-train-standard-010:MASS:T31,P1,A07_SALES_WITHOUT_DELIVERY_CAPABILITY,sai-train-standard-010,MASS,31,STANDARD_AI_DESIGN_WEAKNESS,0.75,"当期成約 6231t に対し、生産 0t ＋ 期末在庫 0t しかない。延滞 146856t が発生。"
A07:sai-train-standard-010:MASS:T32,P1,A07_SALES_WITHOUT_DELIVERY_CAPABILITY,sai-train-standard-010,MASS,32,STANDARD_AI_DESIGN_WEAKNESS,0.75,"当期成約 6206t に対し、生産 0t ＋ 期末在庫 0t しかない。延滞 153087t が発生。"
A07:sai-train-standard-010:MASS:T8,P1,A07_SALES_WITHOUT_DELIVERY_CAPABILITY,sai-train-standard-010,MASS,8,STANDARD_AI_DESIGN_WEAKNESS,0.75,"当期成約 6953t に対し、生産 3061t ＋ 期末在庫 0t しかない。延滞 380t が発生。"
A07:sai-train-standard-010:MASS:T9,P1,A07_SALES_WITHOUT_DELIVERY_CAPABILITY,sai-train-standard-010,MASS,9,STANDARD_AI_DESIGN_WEAKNESS,0.75,"当期成約 6951t に対し、生産 2607t ＋ 期末在庫 0t しかない。延滞 4727t が発生。"
A13:sai-train-standard-001:MASS:T17,P1,A13_CONTRACT_FAILURE_REPEATED,sai-train-standard-001,MASS,17,STANDARD_AI_DESIGN_WEAKNESS,0.7,"3四半期連続で延滞が発生（43029 → 49725 → 56422t）。"
A13:sai-train-standard-002:MASS:T17,P1,A13_CONTRACT_FAILURE_REPEATED,sai-train-standard-002,MASS,17,STANDARD_AI_DESIGN_WEAKNESS,0.7,"3四半期連続で延滞が発生（42548 → 49217 → 55913t）。"
A13:sai-train-standard-003:MASS:T17,P1,A13_CONTRACT_FAILURE_REPEATED,sai-train-standard-003,MASS,17,STANDARD_AI_DESIGN_WEAKNESS,0.7,"3四半期連続で延滞が発生（41370 → 48026 → 54722t）。"
A13:sai-train-standard-004:MASS:T17,P1,A13_CONTRACT_FAILURE_REPEATED,sai-train-standard-004,MASS,17,STANDARD_AI_DESIGN_WEAKNESS,0.7,"3四半期連続で延滞が発生（42994 → 49650 → 56347t）。"
A13:sai-train-standard-005:MASS:T17,P1,A13_CONTRACT_FAILURE_REPEATED,sai-train-standard-005,MASS,17,STANDARD_AI_DESIGN_WEAKNESS,0.7,"3四半期連続で延滞が発生（42721 → 49417 → 56113t）。"
A13:sai-train-standard-006:MASS:T30,P1,A13_CONTRACT_FAILURE_REPEATED,sai-train-standard-006,MASS,30,STANDARD_AI_DESIGN_WEAKNESS,0.7,"3四半期連続で延滞が発生（128013 → 134362 → 140704t）。"
A13:sai-train-standard-007:MASS:T25,P1,A13_CONTRACT_FAILURE_REPEATED,sai-train-standard-007,MASS,25,STANDARD_AI_DESIGN_WEAKNESS,0.7,"3四半期連続で延滞が発生（96926 → 103383 → 109886t）。"
A13:sai-train-standard-008:MASS:T13,P1,A13_CONTRACT_FAILURE_REPEATED,sai-train-standard-008,MASS,13,STANDARD_AI_DESIGN_WEAKNESS,0.7,"3四半期連続で延滞が発生（16446 → 22278 → 28731t）。"
A13:sai-train-standard-009:MASS:T17,P1,A13_CONTRACT_FAILURE_REPEATED,sai-train-standard-009,MASS,17,STANDARD_AI_DESIGN_WEAKNESS,0.7,"3四半期連続で延滞が発生（43216 → 49873 → 56529t）。"
A13:sai-train-standard-010:MASS:T17,P1,A13_CONTRACT_FAILURE_REPEATED,sai-train-standard-010,MASS,17,STANDARD_AI_DESIGN_WEAKNESS,0.7,"3四半期連続で延滞が発生（42427 → 49124 → 55819t）。"
A04:sai-train-standard-001:BAL:T18,P2,A04_REPEATED_FG_ACCUMULATION,sai-train-standard-001,BAL,18,STANDARD_AI_DESIGN_WEAKNESS,0.65,"完成品在庫が4四半期連続で増加（4389 → 4420 → 4516 → 4585t）。"
A04:sai-train-standard-001:CONSV:T11,P2,A04_REPEATED_FG_ACCUMULATION,sai-train-standard-001,CONSV,11,STANDARD_AI_DESIGN_WEAKNESS,0.65,"完成品在庫が4四半期連続で増加（1514 → 1903 → 2398 → 2814t）。"
A04:sai-train-standard-001:JPQ:T8,P2,A04_REPEATED_FG_ACCUMULATION,sai-train-standard-001,JPQ,8,STANDARD_AI_DESIGN_WEAKNESS,0.65,"完成品在庫が4四半期連続で増加（948 → 1236 → 2448 → 3411t）。"
A04:sai-train-standard-001:VAP:T19,P2,A04_REPEATED_FG_ACCUMULATION,sai-train-standard-001,VAP,19,STANDARD_AI_DESIGN_WEAKNESS,0.65,"完成品在庫が4四半期連続で増加（1535 → 2261 → 2485 → 2539t）。"
A04:sai-train-standard-002:JPQ:T8,P2,A04_REPEATED_FG_ACCUMULATION,sai-train-standard-002,JPQ,8,STANDARD_AI_DESIGN_WEAKNESS,0.65,"完成品在庫が4四半期連続で増加（948 → 1224 → 2442 → 3399t）。"
A04:sai-train-standard-002:VAP:T27,P2,A04_REPEATED_FG_ACCUMULATION,sai-train-standard-002,VAP,27,STANDARD_AI_DESIGN_WEAKNESS,0.65,"完成品在庫が4四半期連続で増加（2870 → 3025 → 3117 → 3154t）。"
A04:sai-train-standard-003:BAL:T8,P2,A04_REPEATED_FG_ACCUMULATION,sai-train-standard-003,BAL,8,STANDARD_AI_DESIGN_WEAKNESS,0.65,"完成品在庫が4四半期連続で増加（637 → 1000 → 2148 → 3283t）。"
A04:sai-train-standard-003:CONSV:T11,P2,A04_REPEATED_FG_ACCUMULATION,sai-train-standard-003,CONSV,11,STANDARD_AI_DESIGN_WEAKNESS,0.65,"完成品在庫が4四半期連続で増加（1498 → 1914 → 2421 → 2841t）。"
A04:sai-train-standard-003:JPQ:T8,P2,A04_REPEATED_FG_ACCUMULATION,sai-train-standard-003,JPQ,8,STANDARD_AI_DESIGN_WEAKNESS,0.65,"完成品在庫が4四半期連続で増加（972 → 1256 → 2457 → 3403t）。"
A04:sai-train-standard-003:VAP:T24,P2,A04_REPEATED_FG_ACCUMULATION,sai-train-standard-003,VAP,24,STANDARD_AI_DESIGN_WEAKNESS,0.65,"完成品在庫が4四半期連続で増加（1438 → 2167 → 2718 → 3071t）。"
A04:sai-train-standard-004:BAL:T8,P2,A04_REPEATED_FG_ACCUMULATION,sai-train-standard-004,BAL,8,STANDARD_AI_DESIGN_WEAKNESS,0.65,"完成品在庫が4四半期連続で増加（637 → 1000 → 2148 → 3283t）。"
A04:sai-train-standard-004:JPQ:T8,P2,A04_REPEATED_FG_ACCUMULATION,sai-train-standard-004,JPQ,8,STANDARD_AI_DESIGN_WEAKNESS,0.65,"完成品在庫が4四半期連続で増加（948 → 1236 → 2292 → 3121t）。"
A04:sai-train-standard-004:VAP:T12,P2,A04_REPEATED_FG_ACCUMULATION,sai-train-standard-004,VAP,12,STANDARD_AI_DESIGN_WEAKNESS,0.65,"完成品在庫が4四半期連続で増加（1612 → 1785 → 1968 → 2005t）。"
A04:sai-train-standard-005:BAL:T8,P2,A04_REPEATED_FG_ACCUMULATION,sai-train-standard-005,BAL,8,STANDARD_AI_DESIGN_WEAKNESS,0.65,"完成品在庫が4四半期連続で増加（637 → 1000 → 2148 → 3230t）。"
A04:sai-train-standard-005:JPQ:T8,P2,A04_REPEATED_FG_ACCUMULATION,sai-train-standard-005,JPQ,8,STANDARD_AI_DESIGN_WEAKNESS,0.65,"完成品在庫が4四半期連続で増加（948 → 1236 → 2453 → 3360t）。"
A04:sai-train-standard-005:VAP:T31,P2,A04_REPEATED_FG_ACCUMULATION,sai-train-standard-005,VAP,31,STANDARD_AI_DESIGN_WEAKNESS,0.65,"完成品在庫が4四半期連続で増加（2031 → 2614 → 3076 → 3319t）。"
A04:sai-train-standard-006:BAL:T8,P2,A04_REPEATED_FG_ACCUMULATION,sai-train-standard-006,BAL,8,STANDARD_AI_DESIGN_WEAKNESS,0.65,"完成品在庫が4四半期連続で増加（591 → 1132 → 2288 → 3361t）。"
A04:sai-train-standard-006:CONSV:T11,P2,A04_REPEATED_FG_ACCUMULATION,sai-train-standard-006,CONSV,11,STANDARD_AI_DESIGN_WEAKNESS,0.65,"完成品在庫が4四半期連続で増加（1493 → 1884 → 2382 → 2831t）。"
A04:sai-train-standard-006:JPQ:T8,P2,A04_REPEATED_FG_ACCUMULATION,sai-train-standard-006,JPQ,8,STANDARD_AI_DESIGN_WEAKNESS,0.65,"完成品在庫が4四半期連続で増加（962 → 1083 → 1539 → 2611t）。"
A04:sai-train-standard-006:VAP:T19,P2,A04_REPEATED_FG_ACCUMULATION,sai-train-standard-006,VAP,19,STANDARD_AI_DESIGN_WEAKNESS,0.65,"完成品在庫が4四半期連続で増加（790 → 1391 → 2446 → 2972t）。"
A04:sai-train-standard-007:BAL:T8,P2,A04_REPEATED_FG_ACCUMULATION,sai-train-standard-007,BAL,8,STANDARD_AI_DESIGN_WEAKNESS,0.65,"完成品在庫が4四半期連続で増加（637 → 1000 → 2148 → 3243t）。"
A04:sai-train-standard-007:JPQ:T8,P2,A04_REPEATED_FG_ACCUMULATION,sai-train-standard-007,JPQ,8,STANDARD_AI_DESIGN_WEAKNESS,0.65,"完成品在庫が4四半期連続で増加（948 → 1236 → 2453 → 3360t）。"
A04:sai-train-standard-007:VAP:T17,P2,A04_REPEATED_FG_ACCUMULATION,sai-train-standard-007,VAP,17,STANDARD_AI_DESIGN_WEAKNESS,0.65,"完成品在庫が4四半期連続で増加（1167 → 1545 → 1712 → 2360t）。"
A04:sai-train-standard-008:BAL:T8,P2,A04_REPEATED_FG_ACCUMULATION,sai-train-standard-008,BAL,8,STANDARD_AI_DESIGN_WEAKNESS,0.65,"完成品在庫が4四半期連続で増加（524 → 968 → 2178 → 3385t）。"
A04:sai-train-standard-008:CONSV:T8,P2,A04_REPEATED_FG_ACCUMULATION,sai-train-standard-008,CONSV,8,STANDARD_AI_DESIGN_WEAKNESS,0.65,"完成品在庫が4四半期連続で増加（651 → 962 → 1301 → 1333t）。"
A04:sai-train-standard-008:JPQ:T8,P2,A04_REPEATED_FG_ACCUMULATION,sai-train-standard-008,JPQ,8,STANDARD_AI_DESIGN_WEAKNESS,0.65,"完成品在庫が4四半期連続で増加（948 → 1236 → 2448 → 3412t）。"
A04:sai-train-standard-008:VAP:T13,P2,A04_REPEATED_FG_ACCUMULATION,sai-train-standard-008,VAP,13,STANDARD_AI_DESIGN_WEAKNESS,0.65,"完成品在庫が4四半期連続で増加（450 → 539 → 720 → 1622t）。"
A04:sai-train-standard-009:BAL:T8,P2,A04_REPEATED_FG_ACCUMULATION,sai-train-standard-009,BAL,8,STANDARD_AI_DESIGN_WEAKNESS,0.65,"完成品在庫が4四半期連続で増加（637 → 1000 → 2148 → 3234t）。"
A04:sai-train-standard-009:CONSV:T8,P2,A04_REPEATED_FG_ACCUMULATION,sai-train-standard-009,CONSV,8,STANDARD_AI_DESIGN_WEAKNESS,0.65,"完成品在庫が4四半期連続で増加（532 → 900 → 1562 → 1596t）。"
A04:sai-train-standard-009:JPQ:T8,P2,A04_REPEATED_FG_ACCUMULATION,sai-train-standard-009,JPQ,8,STANDARD_AI_DESIGN_WEAKNESS,0.65,"完成品在庫が4四半期連続で増加（948 → 1236 → 2453 → 3360t）。"
A04:sai-train-standard-009:VAP:T19,P2,A04_REPEATED_FG_ACCUMULATION,sai-train-standard-009,VAP,19,STANDARD_AI_DESIGN_WEAKNESS,0.65,"完成品在庫が4四半期連続で増加（817 → 1373 → 2399 → 2895t）。"
A04:sai-train-standard-010:BAL:T8,P2,A04_REPEATED_FG_ACCUMULATION,sai-train-standard-010,BAL,8,STANDARD_AI_DESIGN_WEAKNESS,0.65,"完成品在庫が4四半期連続で増加（637 → 1000 → 2148 → 3273t）。"
A04:sai-train-standard-010:JPQ:T8,P2,A04_REPEATED_FG_ACCUMULATION,sai-train-standard-010,JPQ,8,STANDARD_AI_DESIGN_WEAKNESS,0.65,"完成品在庫が4四半期連続で増加（948 → 1236 → 2448 → 3358t）。"
A04:sai-train-standard-010:VAP:T17,P2,A04_REPEATED_FG_ACCUMULATION,sai-train-standard-010,VAP,17,STANDARD_AI_DESIGN_WEAKNESS,0.65,"完成品在庫が4四半期連続で増加（1149 → 1541 → 1655 → 2253t）。"
A08:sai-train-standard-001:BAL:T1,P2,A08_LABOR_SHORTAGE_IGNORED,sai-train-standard-001,BAL,1,STANDARD_AI_DESIGN_WEAKNESS,0.6,"労働力不足による生産機会損失 2469t、労働稼働率 100.0%、残業率 0.0%。"
